Soil_pH,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Temperature_C,Humidity,Rainfall_mm,Sunlight_Hours,Wind_Speed_kmh,Field_Area_hectare,Previous_Irrigation_mm,Soil_Type,Crop_Type,Crop_Growth_Stage,Season,Irrigation_Type,Water_Source,Mulching_Used,Region
6.01,50.29,1.19,2.86,17.78,29.81,506.16,6.67,14.41,4.65,34.11,Sandy,Potato,Vegetative,Kharif,Sprinkler,River,No,North
6.16,44.74,1.04,2.6,35.65,32.71,1436.76,10.8,2.96,7.08,40.73,Loamy,Cotton,Vegetative,Zaid,Drip,Reservoir,Yes,North
6.02,43.52,1.01,0.72,24.23,71.23,1511.69,10.58,2.78,2.95,113.59,Sandy,Wheat,Harvest,Kharif,Sprinkler,Reservoir,Yes,North
7.97,31.27,0.59,0.33,31.13,57.25,2101.17,7.58,4.54,3.52,87.63,Silt,Wheat,Sowing,Rabi,Sprinkler,Reservoir,Yes,Central
7.96,13.53,0.34,2.37,26.76,70.5,2047.21,5.19,6.03,11.13,2.28,Sandy,Rice,Flowering,Kharif,Canal,Groundwater,No,North
6.65,11.03,0.94,2.07,34.21,40.43,1711.26,8.23,0.64,4.63,103.98,Clay,Sugarcane,Vegetative,Kharif,Rainfed,Reservoir,No,West
7.08,35.49,1.54,0.13,38.15,85.92,2034.34,6.63,2.94,10.33,80.15,Clay,Sugarcane,Sowing,Rabi,Canal,River,No,East
5.23,34.58,1.25,1.79,12.74,86.56,1357.59,5.85,5.89,5.76,67.73,Sandy,Potato,Sowing,Kharif,Drip,Reservoir,Yes,South
6.45,56.59,0.44,2.57,40.44,63.51,982.62,10.64,1.0,2.51,76.26,Sandy,Potato,Flowering,Zaid,Canal,Groundwater,No,South
5.32,32.72,0.6,1.08,24.16,63.99,869.66,9.02,17.38,0.95,18.38,Clay,Cotton,Flowering,Rabi,Rainfed,Rainwater,No,Central
6.43,58.12,0.88,2.08,31.95,50.63,1722.04,5.76,2.43,0.55,101.72,Clay,Maize,Harvest,Kharif,Sprinkler,Groundwater,Yes,North
6.22,26.5,1.11,2.74,20.55,53.23,2366.65,5.12,12.5,2.03,69.74,Loamy,Sugarcane,Flowering,Kharif,Canal,Groundwater,No,Central
7.09,26.6,0.76,1.09,12.08,51.6,1459.32,10.63,8.71,9.81,109.61,Clay,Sugarcane,Flowering,Zaid,Drip,Groundwater,No,South
6.25,24.54,0.68,2.9,40.94,86.07,2499.05,4.5,5.41,9.12,110.43,Sandy,Maize,Harvest,Zaid,Sprinkler,Rainwater,No,East
7.02,11.52,0.68,2.46,18.13,67.51,1606.13,7.48,10.56,7.74,56.26,Sandy,Sugarcane,Flowering,Kharif,Rainfed,Reservoir,No,East
5.05,24.63,1.54,0.2,18.83,36.15,1632.85,4.31,17.4,7.97,31.88,Sandy,Potato,Sowing,Rabi,Rainfed,River,No,West
5.05,49.06,1.13,1.81,38.96,85.1,1779.2,7.91,12.09,9.21,100.32,Sandy,Sugarcane,Sowing,Kharif,Sprinkler,River,Yes,South
7.39,43.39,0.98,0.6,33.16,38.59,983.28,4.26,8.05,8.73,97.66,Silt,Cotton,Harvest,Rabi,Canal,Groundwater,No,Central
7.81,16.88,0.48,1.97,26.71,47.63,2483.93,8.74,7.07,6.46,11.6,Silt,Rice,Vegetative,Rabi,Canal,River,No,South
6.68,27.56,0.42,2.29,25.66,65.99,1486.09,8.84,15.16,10.11,84.6,Loamy,Potato,Flowering,Kharif,Drip,Groundwater,No,East
5.12,24.03,0.73,1.72,22.53,78.71,513.5,6.35,10.23,13.77,62.57,Silt,Maize,Flowering,Rabi,Canal,Reservoir,No,West
7.78,17.67,0.55,1.54,41.53,79.01,2381.74,6.65,12.2,5.29,39.74,Sandy,Rice,Harvest,Zaid,Sprinkler,Reservoir,No,East
5.26,14.6,1.3,2.49,32.67,81.59,2049.28,4.09,15.88,14.12,78.09,Clay,Maize,Harvest,Zaid,Sprinkler,Reservoir,Yes,West
7.09,51.38,1.36,3.0,34.93,69.22,2145.21,8.1,14.04,8.15,89.85,Loamy,Potato,Sowing,Kharif,Rainfed,Reservoir,Yes,East
5.21,26.68,0.34,1.23,15.13,75.09,2499.05,4.87,17.07,9.12,2.37,Clay,Rice,Harvest,Kharif,Canal,River,No,East
5.31,38.5,0.46,0.96,24.51,82.09,2371.13,9.22,14.93,9.14,94.26,Silt,Cotton,Harvest,Kharif,Rainfed,Reservoir,Yes,South
7.16,16.39,0.54,3.12,31.94,83.26,1673.36,7.87,12.85,5.11,33.53,Silt,Potato,Flowering,Kharif,Canal,Reservoir,Yes,South
6.03,25.22,0.46,0.31,34.77,38.33,2166.69,6.86,7.36,10.65,24.2,Silt,Wheat,Harvest,Kharif,Sprinkler,Rainwater,No,Central
6.51,62.05,1.25,3.27,24.18,80.03,1590.19,5.92,10.32,3.85,100.97,Clay,Rice,Flowering,Rabi,Sprinkler,Reservoir,Yes,North
5.64,53.75,1.19,0.2,15.1,81.91,632.04,4.5,5.84,9.26,89.06,Clay,Potato,Vegetative,Zaid,Sprinkler,Groundwater,Yes,North
7.51,64.17,1.42,1.62,21.01,56.59,2263.03,8.44,4.64,11.8,97.69,Loamy,Sugarcane,Harvest,Rabi,Sprinkler,River,Yes,East
5.53,41.28,0.76,0.45,20.88,38.48,1442.37,4.54,3.35,8.99,100.01,Loamy,Potato,Sowing,Kharif,Sprinkler,Rainwater,No,East
6.53,45.7,1.26,0.27,39.05,54.41,565.38,6.06,13.17,3.68,59.18,Clay,Sugarcane,Vegetative,Kharif,Canal,Groundwater,No,West
6.28,43.52,0.59,0.64,12.11,92.08,2031.51,7.54,15.86,4.09,61.09,Sandy,Sugarcane,Flowering,Zaid,Rainfed,River,No,Central
6.09,54.78,1.05,1.04,40.64,72.99,2194.46,10.39,11.31,13.22,118.48,Sandy,Rice,Flowering,Zaid,Canal,Groundwater,No,East
6.64,50.81,1.31,2.1,18.2,92.37,1809.9,4.88,15.62,10.43,7.44,Sandy,Wheat,Vegetative,Kharif,Sprinkler,River,Yes,West
6.05,53.24,0.79,1.19,18.61,35.22,1705.48,10.29,6.22,3.3,37.37,Loamy,Rice,Sowing,Zaid,Drip,Reservoir,No,West
7.64,61.01,0.76,1.66,34.53,80.03,954.42,8.44,16.81,14.98,112.21,Loamy,Wheat,Harvest,Kharif,Canal,Groundwater,Yes,East
7.28,27.96,0.57,3.21,13.98,52.57,1780.83,8.78,15.56,11.72,87.4,Sandy,Cotton,Vegetative,Rabi,Rainfed,River,Yes,East
5.65,55.32,1.55,1.99,35.68,69.47,1540.63,7.92,2.6,6.92,11.5,Clay,Potato,Flowering,Kharif,Canal,Groundwater,Yes,Central
5.94,27.47,1.32,2.12,22.01,64.33,1109.43,9.95,2.52,1.2,113.08,Sandy,Maize,Harvest,Kharif,Drip,Reservoir,Yes,North
5.48,18.87,0.46,1.09,40.87,82.37,1873.56,5.86,10.06,12.67,53.98,Clay,Potato,Sowing,Rabi,Sprinkler,Reservoir,Yes,South
7.37,22.39,0.38,1.79,18.89,35.98,1885.51,9.48,6.23,13.32,35.45,Silt,Cotton,Vegetative,Rabi,Drip,River,No,North
7.87,27.27,0.31,2.23,16.06,87.38,2162.61,6.96,4.62,4.48,68.06,Loamy,Potato,Harvest,Zaid,Drip,Groundwater,Yes,North
7.19,40.6,0.55,0.28,14.88,86.63,875.29,9.09,17.35,8.88,18.82,Loamy,Rice,Sowing,Zaid,Drip,Groundwater,Yes,South
7.25,37.09,0.72,2.41,27.06,48.03,738.24,6.23,1.0,10.08,89.21,Sandy,Potato,Flowering,Kharif,Rainfed,Rainwater,Yes,Central
5.73,37.7,0.42,3.26,33.38,32.72,1298.23,7.89,6.47,3.43,45.68,Sandy,Cotton,Vegetative,Kharif,Drip,River,Yes,South
7.39,18.55,0.58,1.65,23.44,82.41,2085.71,8.23,8.78,12.32,52.57,Sandy,Sugarcane,Flowering,Rabi,Drip,Reservoir,No,East
6.23,34.31,0.56,1.61,35.68,55.41,1575.85,8.34,5.51,13.41,75.35,Loamy,Potato,Vegetative,Rabi,Canal,Rainwater,No,Central
6.33,15.18,0.81,1.57,24.18,82.98,1373.38,6.28,13.74,7.57,74.48,Sandy,Wheat,Harvest,Zaid,Sprinkler,River,No,West
7.55,42.13,0.96,1.54,13.86,37.92,2238.41,10.04,18.78,10.48,79.59,Clay,Maize,Sowing,Kharif,Drip,Rainwater,Yes,West
7.14,61.24,1.41,0.65,37.98,72.03,6.83,4.06,17.84,3.71,36.72,Silt,Sugarcane,Vegetative,Kharif,Drip,Groundwater,No,South
5.31,25.32,0.89,1.39,26.33,52.38,1246.11,10.22,13.91,2.67,18.77,Silt,Maize,Harvest,Kharif,Rainfed,Rainwater,Yes,East
6.52,47.06,0.59,3.16,32.67,80.03,687.78,8.93,5.62,11.22,33.29,Clay,Sugarcane,Sowing,Zaid,Drip,Rainwater,Yes,West
6.33,64.41,0.97,1.05,14.75,35.4,2129.5,8.1,13.31,5.5,42.2,Clay,Cotton,Vegetative,Zaid,Rainfed,Groundwater,Yes,West
5.51,24.78,0.31,0.51,26.2,44.23,1241.47,10.24,9.53,7.31,92.54,Sandy,Potato,Harvest,Kharif,Drip,River,No,North
6.88,43.56,1.22,1.7,12.37,64.69,1368.07,10.65,4.46,12.58,72.88,Loamy,Cotton,Flowering,Kharif,Sprinkler,River,Yes,South
8.15,49.83,1.53,3.04,35.25,44.01,985.43,8.74,5.34,13.71,53.63,Loamy,Sugarcane,Vegetative,Rabi,Drip,River,Yes,North
5.07,54.85,0.93,0.6,13.19,87.79,871.22,9.13,18.5,1.41,53.85,Clay,Wheat,Harvest,Kharif,Drip,Reservoir,No,West
7.51,46.21,1.59,0.92,22.12,74.75,1705.55,5.78,15.71,7.08,14.71,Sandy,Sugarcane,Harvest,Rabi,Canal,Reservoir,No,South
6.61,24.67,0.58,1.19,41.49,47.5,1219.06,5.56,12.81,7.97,46.44,Loamy,Sugarcane,Sowing,Kharif,Drip,Rainwater,No,East
5.93,9.65,1.37,2.68,23.53,92.06,849.34,5.18,13.65,5.76,76.41,Silt,Sugarcane,Flowering,Zaid,Drip,Reservoir,Yes,Central
7.71,40.42,0.96,2.33,33.02,72.57,825.22,9.11,16.09,4.88,42.24,Sandy,Sugarcane,Harvest,Kharif,Drip,Reservoir,No,South
5.5,34.68,0.32,3.42,24.18,86.36,1081.77,10.38,5.88,1.53,103.93,Silt,Sugarcane,Harvest,Kharif,Rainfed,Reservoir,Yes,South
6.66,15.18,1.14,1.61,33.4,47.44,704.75,6.65,12.74,2.72,109.62,Clay,Potato,Harvest,Rabi,Sprinkler,Groundwater,Yes,North
5.91,10.17,0.76,2.78,27.54,71.31,1427.02,5.42,8.33,9.07,85.88,Sandy,Wheat,Harvest,Rabi,Canal,River,No,West
7.43,12.88,0.57,0.5,28.4,30.02,1420.72,6.67,17.21,0.68,104.18,Clay,Wheat,Vegetative,Zaid,Drip,River,Yes,North
6.04,11.56,0.52,0.25,24.11,32.78,1754.94,4.55,18.07,5.35,55.27,Loamy,Rice,Harvest,Zaid,Drip,Groundwater,Yes,South
5.35,50.87,1.05,1.4,14.19,75.49,1424.73,5.24,4.02,11.01,73.49,Loamy,Potato,Vegetative,Rabi,Drip,Rainwater,Yes,East
7.78,59.83,0.68,2.64,28.61,30.71,1368.85,10.11,17.46,13.4,0.37,Loamy,Potato,Sowing,Rabi,Canal,River,No,South
7.25,43.56,1.41,1.25,15.86,77.69,740.51,7.29,6.28,7.44,96.9,Silt,Sugarcane,Flowering,Kharif,Canal,Reservoir,Yes,North
5.21,59.58,0.75,1.83,16.39,94.68,2085.34,4.23,9.98,13.63,30.62,Loamy,Rice,Flowering,Rabi,Drip,Reservoir,Yes,North
7.37,29.03,0.47,2.17,22.78,56.51,848.26,5.76,19.05,13.11,30.79,Loamy,Wheat,Harvest,Zaid,Canal,Groundwater,Yes,West
5.05,34.28,1.21,1.05,17.8,94.07,2275.9,6.24,4.13,4.01,110.58,Sandy,Cotton,Harvest,Zaid,Canal,Groundwater,No,West
7.53,32.99,0.56,2.68,37.08,40.6,1043.79,7.51,14.38,14.49,109.86,Silt,Rice,Harvest,Kharif,Drip,Reservoir,Yes,Central
5.87,16.43,0.46,2.09,41.56,37.1,2072.37,8.23,16.09,10.08,56.43,Loamy,Cotton,Harvest,Rabi,Canal,Reservoir,Yes,West
5.16,36.93,0.54,1.91,29.91,56.64,1423.78,10.09,17.36,12.82,28.36,Silt,Rice,Harvest,Rabi,Canal,River,Yes,East
6.25,9.08,1.4,1.79,15.79,76.51,2472.08,9.52,10.28,1.08,43.68,Loamy,Maize,Flowering,Kharif,Canal,River,Yes,Central
6.9,54.43,0.5,0.54,22.04,88.11,2103.22,9.54,6.7,8.73,26.61,Sandy,Cotton,Sowing,Rabi,Sprinkler,Rainwater,No,North
7.73,48.62,0.76,2.53,18.54,55.49,1226.29,9.62,10.57,3.39,33.1,Sandy,Potato,Vegetative,Kharif,Sprinkler,Groundwater,Yes,Central
6.63,16.42,1.14,1.13,40.94,75.77,843.7,7.58,15.76,4.66,73.7,Sandy,Potato,Harvest,Zaid,Drip,River,Yes,East
7.38,32.57,1.2,1.24,31.81,64.68,1623.59,4.51,11.18,8.25,104.18,Sandy,Potato,Harvest,Zaid,Canal,Groundwater,No,East
6.42,16.31,1.53,0.93,22.45,36.55,1215.29,5.41,16.47,5.32,24.4,Loamy,Potato,Vegetative,Zaid,Drip,Rainwater,No,West
6.81,23.02,1.21,2.13,38.94,59.2,652.4,7.93,15.93,13.23,57.15,Clay,Cotton,Vegetative,Kharif,Rainfed,River,No,East
7.16,49.67,1.26,2.66,23.14,33.44,2330.01,8.64,4.96,12.8,26.26,Loamy,Sugarcane,Sowing,Rabi,Drip,Groundwater,No,South
5.21,58.64,0.38,1.65,36.88,74.57,1307.8,6.35,19.58,2.84,107.24,Clay,Wheat,Sowing,Rabi,Sprinkler,Groundwater,Yes,South
7.72,41.12,1.21,1.93,27.67,42.67,314.72,5.51,2.84,3.27,20.65,Sandy,Rice,Harvest,Kharif,Canal,Rainwater,Yes,South
6.89,45.36,1.55,0.25,37.5,89.92,1671.17,8.77,18.01,4.22,97.78,Silt,Wheat,Harvest,Kharif,Rainfed,Rainwater,Yes,West
6.65,29.18,0.58,0.24,25.97,57.45,2368.24,5.12,17.27,14.17,53.78,Clay,Rice,Vegetative,Rabi,Rainfed,River,Yes,North
7.96,54.14,1.21,3.11,22.91,92.05,2314.97,8.1,11.99,6.65,54.99,Loamy,Sugarcane,Flowering,Kharif,Rainfed,Groundwater,No,South
5.61,37.49,0.84,1.05,29.93,35.43,2175.79,8.77,13.96,4.11,92.71,Clay,Cotton,Sowing,Rabi,Drip,Reservoir,Yes,Central
6.57,55.76,0.79,2.82,33.07,78.8,1415.13,6.69,10.47,1.03,84.96,Loamy,Sugarcane,Vegetative,Zaid,Canal,River,Yes,South
7.56,30.35,0.73,2.17,38.4,55.08,1283.57,5.28,13.03,8.41,11.73,Clay,Cotton,Sowing,Kharif,Drip,Reservoir,No,East
7.88,47.46,1.0,0.97,19.54,54.74,1402.58,4.28,16.27,1.07,112.93,Silt,Sugarcane,Harvest,Kharif,Canal,River,Yes,East
6.53,14.55,0.34,0.63,40.8,85.09,1606.34,9.51,5.62,5.6,70.23,Loamy,Rice,Vegetative,Rabi,Rainfed,Groundwater,Yes,East
5.5,26.04,1.26,2.32,23.13,73.53,875.29,8.54,7.42,13.14,7.09,Loamy,Wheat,Harvest,Rabi,Rainfed,River,No,South
8.08,63.59,1.53,0.37,34.95,41.05,853.76,8.59,10.96,0.62,54.72,Sandy,Cotton,Harvest,Zaid,Drip,Groundwater,No,West
6.77,13.91,0.42,1.72,33.03,27.82,7.32,9.09,14.52,8.86,79.02,Loamy,Sugarcane,Vegetative,Rabi,Canal,Reservoir,No,Central
4.9,59.33,0.72,1.37,25.86,48.36,1209.29,8.16,14.59,5.01,44.99,Clay,Maize,Vegetative,Zaid,Sprinkler,Groundwater,No,Central
6.45,56.5,0.54,0.52,24.08,93.68,2104.62,6.54,5.25,4.58,56.0,Sandy,Cotton,Harvest,Zaid,Drip,Rainwater,No,North
6.78,25.42,1.45,2.07,20.55,35.36,1609.7,7.96,14.06,5.9,106.71,Clay,Rice,Vegetative,Rabi,Canal,Rainwater,No,South
7.27,50.28,0.69,0.41,19.53,88.93,1299.62,5.08,15.95,12.49,27.62,Loamy,Potato,Harvest,Zaid,Sprinkler,Groundwater,Yes,East
5.84,62.24,1.05,3.03,32.06,80.68,1717.25,6.54,17.46,1.24,80.56,Sandy,Sugarcane,Vegetative,Zaid,Canal,Reservoir,No,Central
7.84,24.63,0.64,1.55,36.85,56.18,521.69,5.13,16.32,4.06,16.55,Silt,Rice,Harvest,Kharif,Drip,Reservoir,Yes,East
6.72,29.32,1.12,0.53,12.38,53.93,1872.27,9.87,1.94,9.77,18.22,Clay,Cotton,Flowering,Kharif,Rainfed,Groundwater,Yes,Central
5.1,18.41,1.59,3.47,35.94,75.72,1441.31,4.11,11.73,7.51,81.76,Loamy,Cotton,Harvest,Zaid,Sprinkler,River,Yes,South
7.81,37.77,0.79,2.37,34.39,53.56,1026.6,9.53,9.62,12.92,53.74,Clay,Maize,Vegetative,Rabi,Rainfed,Groundwater,No,West
5.31,26.62,0.33,3.01,17.06,92.71,687.89,7.57,1.95,11.21,67.87,Silt,Cotton,Vegetative,Rabi,Canal,Rainwater,Yes,East
4.9,47.12,1.46,0.26,31.6,33.93,2378.54,8.64,16.58,13.22,44.03,Clay,Rice,Flowering,Rabi,Drip,River,Yes,Central
6.81,22.38,0.95,2.64,23.96,62.11,2359.93,5.42,5.75,14.22,24.64,Loamy,Cotton,Flowering,Rabi,Sprinkler,Groundwater,No,North
5.63,8.19,1.39,0.55,32.12,49.01,1796.29,5.74,6.25,14.89,7.04,Silt,Maize,Vegetative,Kharif,Canal,Reservoir,Yes,South
6.72,19.43,0.62,2.74,14.48,60.55,2470.12,4.17,9.98,2.72,36.1,Loamy,Potato,Vegetative,Kharif,Drip,River,No,Central
5.81,33.08,1.53,3.42,21.74,80.85,2158.78,6.98,13.65,10.82,95.84,Sandy,Sugarcane,Harvest,Kharif,Rainfed,Rainwater,No,West
6.39,45.67,0.67,0.27,30.78,56.27,1153.86,4.45,18.46,3.53,20.98,Sandy,Potato,Harvest,Rabi,Sprinkler,Rainwater,No,North
5.35,44.35,0.5,2.73,16.09,55.3,1324.35,10.51,4.66,9.27,56.02,Silt,Potato,Sowing,Rabi,Canal,Rainwater,No,East
7.4,53.86,0.64,0.85,35.88,51.34,2117.21,10.14,3.6,4.08,18.81,Sandy,Maize,Flowering,Kharif,Sprinkler,Rainwater,Yes,West
6.65,27.4,0.68,3.31,24.14,45.67,2268.85,10.33,15.02,9.34,23.38,Clay,Maize,Sowing,Zaid,Sprinkler,Groundwater,Yes,North
7.12,51.63,0.58,1.29,26.76,45.84,1571.39,7.95,7.55,4.43,118.16,Clay,Sugarcane,Harvest,Kharif,Sprinkler,Rainwater,Yes,West
6.12,12.96,0.45,0.76,33.86,27.68,1603.16,10.29,18.43,10.43,52.09,Sandy,Potato,Harvest,Kharif,Sprinkler,Reservoir,Yes,South
5.37,42.85,1.11,2.02,34.65,89.96,1424.9,8.48,13.13,13.68,118.72,Clay,Maize,Sowing,Rabi,Canal,River,No,West
5.59,22.62,1.4,2.57,39.16,54.88,678.39,4.22,11.29,10.74,36.54,Clay,Rice,Sowing,Zaid,Canal,Rainwater,Yes,North
4.92,23.48,1.2,1.1,25.31,64.17,622.24,4.93,6.13,4.49,33.81,Silt,Potato,Harvest,Zaid,Rainfed,Rainwater,Yes,West
6.57,36.32,0.79,0.33,22.46,32.84,1324.32,8.89,6.85,2.16,55.33,Sandy,Sugarcane,Harvest,Rabi,Rainfed,River,No,West
4.94,22.82,1.07,0.51,13.07,46.19,829.06,5.74,14.04,8.41,86.77,Clay,Potato,Sowing,Rabi,Sprinkler,Reservoir,No,East
6.74,47.42,1.2,2.7,29.96,77.98,1010.61,7.57,12.67,7.07,18.16,Sandy,Maize,Harvest,Kharif,Sprinkler,Reservoir,No,West
7.16,12.53,0.49,0.59,19.75,80.23,1093.56,8.84,3.01,9.24,92.77,Silt,Potato,Flowering,Zaid,Drip,Rainwater,No,Central
5.14,24.8,0.39,0.97,32.88,86.13,1163.75,5.4,11.18,3.56,17.7,Sandy,Cotton,Harvest,Kharif,Sprinkler,Rainwater,Yes,East
5.76,39.73,1.37,1.82,26.07,36.39,746.07,8.23,7.52,13.96,87.26,Loamy,Wheat,Flowering,Rabi,Drip,Rainwater,Yes,North
6.71,35.79,0.42,0.23,26.43,79.68,2162.61,8.31,15.81,3.39,88.68,Silt,Rice,Sowing,Zaid,Rainfed,Rainwater,Yes,East
7.84,12.04,0.46,3.48,24.46,41.11,933.78,9.43,6.23,10.87,95.85,Sandy,Wheat,Harvest,Rabi,Drip,Reservoir,No,West
5.07,23.88,1.2,2.64,30.83,29.99,1217.58,5.84,9.39,8.69,82.62,Sandy,Rice,Vegetative,Zaid,Drip,Reservoir,Yes,Central
6.77,21.99,0.33,1.52,39.4,50.63,1595.8,5.12,5.06,11.78,54.62,Loamy,Potato,Flowering,Rabi,Drip,Reservoir,No,West
7.82,27.52,1.31,2.13,21.74,44.99,829.1,6.92,4.31,8.99,92.09,Clay,Cotton,Sowing,Zaid,Rainfed,Groundwater,Yes,South
5.63,53.99,0.83,1.79,30.33,48.05,536.43,8.04,11.53,14.18,44.97,Loamy,Maize,Sowing,Zaid,Drip,Rainwater,Yes,Central
6.57,34.32,0.79,3.46,19.12,43.32,1553.79,10.81,7.49,13.73,117.43,Sandy,Wheat,Vegetative,Zaid,Rainfed,River,No,West
5.14,19.67,0.71,0.69,18.7,70.68,884.03,10.84,7.4,2.4,20.11,Sandy,Maize,Vegetative,Zaid,Sprinkler,River,No,South
7.16,41.83,0.46,0.88,39.94,26.55,1647.67,10.46,16.29,2.92,14.4,Sandy,Potato,Flowering,Zaid,Drip,River,No,South
5.58,63.19,1.16,1.08,37.84,82.34,2321.47,5.51,9.89,7.41,89.76,Silt,Wheat,Flowering,Rabi,Sprinkler,Reservoir,No,East
7.08,57.02,1.34,3.01,22.94,31.36,791.86,9.87,10.22,6.26,59.79,Sandy,Potato,Flowering,Zaid,Sprinkler,Groundwater,No,East
6.51,55.79,1.16,1.67,22.63,56.29,2445.22,8.34,1.52,1.95,40.35,Clay,Sugarcane,Flowering,Zaid,Sprinkler,River,Yes,South
6.34,32.72,0.52,0.39,25.59,53.1,2212.66,4.16,10.24,3.67,93.54,Silt,Cotton,Harvest,Zaid,Drip,Reservoir,Yes,Central
5.87,46.87,1.2,2.33,35.84,81.75,1419.68,7.95,13.23,14.33,103.64,Clay,Wheat,Flowering,Kharif,Drip,Rainwater,Yes,East
5.23,21.57,0.4,0.26,21.11,86.8,2098.57,7.96,11.98,10.07,31.83,Silt,Maize,Vegetative,Rabi,Canal,River,No,Central
7.24,40.76,0.95,1.55,15.16,29.27,2080.76,7.53,2.03,10.76,74.39,Loamy,Rice,Flowering,Zaid,Drip,Reservoir,Yes,North
6.36,61.18,1.4,0.68,41.09,56.16,1321.56,7.96,12.78,2.28,27.5,Silt,Rice,Harvest,Rabi,Rainfed,Groundwater,Yes,Central
5.48,11.55,1.18,0.36,31.44,55.14,849.18,6.65,10.82,13.27,12.36,Clay,Rice,Sowing,Kharif,Drip,River,Yes,East
7.94,50.81,1.13,0.93,24.43,28.53,2108.5,5.09,3.27,14.02,112.39,Sandy,Sugarcane,Harvest,Zaid,Sprinkler,River,Yes,East
5.81,29.47,0.78,2.35,30.44,38.07,2276.87,7.65,3.0,13.32,109.89,Loamy,Wheat,Harvest,Rabi,Sprinkler,River,No,East
7.74,61.13,1.44,2.66,21.25,63.14,582.43,8.46,14.62,1.13,110.45,Loamy,Maize,Flowering,Kharif,Sprinkler,Groundwater,No,East
7.73,43.66,1.51,0.24,31.6,61.52,1012.17,8.31,7.21,7.43,33.19,Loamy,Maize,Harvest,Rabi,Sprinkler,Reservoir,Yes,West
6.18,42.78,0.96,2.45,30.74,35.21,1610.68,10.7,0.6,10.48,26.41,Clay,Wheat,Flowering,Kharif,Drip,Rainwater,Yes,North
7.39,20.75,1.29,0.72,13.22,58.67,1367.16,9.62,17.57,7.97,100.04,Silt,Cotton,Sowing,Rabi,Rainfed,River,Yes,South
7.39,46.41,0.55,2.21,35.81,31.66,2496.05,8.47,8.59,4.99,92.84,Sandy,Sugarcane,Harvest,Rabi,Canal,Rainwater,Yes,North
5.02,13.64,0.64,2.07,39.58,44.51,877.15,10.69,16.07,8.73,7.16,Silt,Rice,Harvest,Rabi,Sprinkler,Rainwater,Yes,North
7.44,45.13,1.14,2.7,31.83,69.29,954.28,10.27,6.68,12.44,93.01,Clay,Potato,Vegetative,Rabi,Sprinkler,Groundwater,Yes,South
7.73,46.45,0.69,2.64,38.68,57.75,1202.36,8.95,16.37,5.56,40.48,Silt,Rice,Sowing,Kharif,Rainfed,River,Yes,West
6.81,35.48,0.78,2.07,27.48,79.78,734.23,7.93,13.29,6.32,10.21,Sandy,Potato,Sowing,Kharif,Canal,Groundwater,No,North
6.68,11.72,1.26,2.68,37.16,79.74,657.09,8.86,8.33,2.53,102.06,Silt,Rice,Flowering,Kharif,Rainfed,Reservoir,No,East
7.72,47.93,0.75,3.46,29.11,56.64,1075.52,4.62,12.09,8.15,49.92,Sandy,Wheat,Vegetative,Rabi,Sprinkler,Rainwater,Yes,East
7.91,20.08,0.66,3.31,40.88,45.31,1424.73,5.05,6.18,11.93,100.86,Silt,Rice,Harvest,Kharif,Canal,Rainwater,Yes,North
5.7,32.52,0.83,1.39,41.69,37.36,1847.66,10.11,19.73,0.91,80.41,Clay,Cotton,Flowering,Kharif,Sprinkler,Groundwater,Yes,Central
6.41,48.63,1.03,0.91,23.5,74.57,2060.67,10.44,14.03,6.49,66.05,Clay,Wheat,Vegetative,Zaid,Drip,Reservoir,Yes,East
6.42,33.39,0.6,0.39,33.58,83.06,1536.36,9.24,13.39,14.98,97.35,Loamy,Rice,Vegetative,Rabi,Canal,Rainwater,No,West
5.52,48.66,1.04,0.41,32.49,57.38,1632.72,10.29,11.21,2.31,16.32,Sandy,Wheat,Harvest,Rabi,Sprinkler,Groundwater,No,East
7.6,52.24,1.06,0.54,33.05,75.16,1667.66,7.86,2.15,10.97,62.09,Sandy,Sugarcane,Harvest,Kharif,Drip,Rainwater,No,East
5.66,24.63,0.84,0.9,39.76,39.81,588.45,4.86,19.79,10.69,54.72,Silt,Cotton,Harvest,Zaid,Canal,Groundwater,No,Central
5.66,28.77,0.81,3.27,16.62,46.77,1835.59,6.03,12.88,1.65,49.32,Clay,Potato,Flowering,Zaid,Canal,Reservoir,Yes,North
7.9,30.3,0.53,2.61,12.36,86.82,636.69,9.7,3.83,0.44,12.58,Loamy,Potato,Sowing,Zaid,Canal,Reservoir,Yes,East
7.72,10.48,1.11,1.19,20.24,77.96,603.11,7.26,15.84,2.92,43.13,Clay,Rice,Vegetative,Kharif,Sprinkler,River,Yes,North
5.38,8.49,0.72,3.01,21.92,81.77,2487.78,7.0,7.27,6.55,12.51,Loamy,Cotton,Sowing,Zaid,Rainfed,Reservoir,Yes,East
5.15,40.43,0.46,2.64,30.25,63.95,1370.39,10.77,11.54,2.29,56.95,Silt,Sugarcane,Flowering,Zaid,Canal,Groundwater,No,Central
6.7,12.37,1.52,0.96,22.75,43.35,1331.92,5.08,5.65,13.05,91.21,Loamy,Sugarcane,Flowering,Kharif,Sprinkler,River,No,East
6.13,27.16,0.91,3.34,28.6,75.74,1404.74,7.62,5.46,6.61,44.39,Sandy,Wheat,Harvest,Kharif,Drip,Reservoir,Yes,North
